"CustomerID","Company Name","Address Name","Address Number","Street","Village","Town","County","Postcode","Customer Contact","Customer Tel","Debtors No","Bin Location",,,,,,,,,"Agreement No","Refuse/ Recycling/Glass School/School Recycling/Schd.2 Refuse/Schd.2 Rec.","Bin Size","Bin Quantity","Cedar Code Abbreviations","Collection Schedule 
(per bin)","Round/ Day",,,,,,,"Commencement Date","Cancellation Date"
568,"Mr G Oldfield","Riverside",,"Back Street","Gayton","King's Lynn","Norfolk","PE31 8QR","Mr G Oldfield",,"EH2020632","Oldfields Caravan Park","Hollytree Cottage",,"Burnham Road","Stanhoe","King's Lynn","Norfolk","PE31 8JD","01485 518449",110140,"Schd.2 Refuse",360,1,"360-3, 360-4 x 13, CWTN-1","Weekly emptying 1 June - 31 August (13 weeks)",,,,"D1",,,,01/04/06,
569,"M Shanks","Fish & Chip Shop",6,"Senters Road","Dersingham","King's Lynn","Norfolk","PE31 6LJ",,"01485 540791","EH0981587","M Shanks","Fish & Chip Shop",,"Alma Road","Snettisham","King's Lynn","Norfolk","PE31 7NY",,,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,,"T1",,,,
570,"Norfolk Constabulary","The Police Quarters",,"Sandringham House","Sandringham","King's Lynn","Norfolk","PE35 6EP",,,"EH1008874",,,,,,,,,,201,"Schd.2 Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D1",,,,,01/04/94,
574,"David Rust Carpets",,"Unit 13","Syderstone Business Park","Mill Lane","Syderstone","King's Lynn","PE31 8RX",,"01328 855517","EH1060601",,,,,,,,,,136584,"Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,"D1",,,,,,01/04/08,22/04/09
,,,,,,,,,,,,,,,,,,,,,152182,"Refuse",1100,1,"1100-1,CWTN-1","One  empty per week",,"D1",,,,,,23/04/09,
575,"Mr D G Crown","The Rickels Caravan Park",,"Bircham Road","Stanhoe","King's Lynn","Norfolk","PE31 8PU",,"01485 518671","EH0972220",,,,,,,,,,137426,"Schd.2 Refuse",1100,2,"1100-3 x 2, 1100-4 x 33, CWTN-1 x 1","1 bin : weekly 1 April - 31 October
1 bin emptied: May & August Bank Holiday weeks 
(3 empties)",,,,"D1",,,,09/04/08,
583,"Snettisham Memorial Hall","c/o Mrs Melton (Secretary)",43,"Alma Road","Snettisham","King's Lynn","Norfolk","PE31 7NY",,"01485 541947","EH1008892","Snettisham Memorial Hall",,,"Church Road","Snettisham ","King's Lynn","Norfolk","PE31 7NJ",,1596,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/09/01,
587,"Sandringham Social Club",,,,"West Newton","King's Lynn","Norfolk","PE31 6AY",,,"EH1008883",,,,,,,,,,131546,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"D1",,,,,01/11/07,
588,"Harpley  VCPrimary School",,,"Nethergate Street","Harpley","Kinmg's Lynn","Norfolk","PE31 6TN",,"01485 520274","EH0937660",,,,,,,,,,120966,"School Refuse",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D3",,,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,120966,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a.)",,,"R5 WK2",,,,,17/01/07,
589,"Gt Massingham CEVC Primary School",,,"Weasenham Road","Gt. Massingham","King's Lynn","Norfolk","PE32 2EY",,"01485 520362","EH1008838",,,,,,,,,,88317,"School Recycling",240,4,"240-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a.)",,,"R5 WK2",,,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,117316,"School Refuse",660,1,"660-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D3",,,,,15/10/06,
591,"Sedgeford County First School",,,"Ringstead Road","Sedgeford","Hunstanton","Norfolk","PE36 5NQ","Mrs Margaret Powell-Bowns","01485 570997","EH2000669",,,,,,,,,,107871,"School Refuse",770,1,"770-5, CWTN-3","Term time emptying (40 empties p.a.)",,,"D13",,,,,01/02/06,
,,,,,,,,,,,,,,,,,,,,,136699,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a.)",,,"R6 WK1",,,,,01/04/08,
592,"Pott Row First School",,,"Cliffe-en-Howe Road","Pott Row","King's Lynn","Norfolk","PE32 1BY",,"01485 600356","EH0947408",,,,,,,,,,110016,"School Refuse",360,1,"360-6, CWTN-3","Term-time emptying (40 empties p.a.) ",,,,,"D4",,,03/04/06,
,,,,,,,,,,,,,,,,,,,,,110016,"School Recycling",240,2,"240-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a.) ",,,,,"R2 WK2",,,03/04/06,
593,"Snettisham Primary School",,,"School Road","Snettisham","King's Lynn","Norfolk","PE31 7LT",,"01485 541274","EH1008908",,,,,,,,,,109943,"School Recycing",660,1,"660-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a)",,,,,"R2 WK1",,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,150821,"School Refuse",1100,1,"1100-5, CWTN -3","Term-time emptying (40 empties p.a.)",,,,,"T1",,,01/04/09,
594,"Tilney St Lawrence C P School",,,"School Road","Tilney St. Lawrence","King's Lynn","Norfolk","PE34 4QZ","Headteacher: Mrs Carolyn Howard","01945 880405","EH0995774",,,,,,,,,,120605,"School Refuse",360,1,"360-6, CWTN-3","Term-time emptying (40 empties p.a.)",,,"D7",,,,,08/01/07,
,,,,,,,,,,,,,,,,,,,,,120605,"School Recycling",240,3,"240-10, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,"R4 WK2",,,,,08/01/07,
595,"East Winch Primary School",,,"Church Lane","East Winch","King's Lynn","Norfolk","PE31 1NQ","Mr Lee Stevens Headteacher","01553 840494","EH1011377",,,,,,,,,,105076,"School Refuse","1100L",1,"1100-5, CWTN -3","Term time emptying (40 empties p.a.)",,"D3",,,,,,01/11/05,23/07/09
,,,,,,,,,,,,,,,,,,,,,105076,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a.)",,"R5 W2",,,,,,01/10/07,23/07/09
596,"North Wootton Pre-School",,,"St. Augustines Way","South Wootton","King's Lynn","Norfolk","PE30 3TE",,"01553 675761","EH1068658",,,,,,,,,,110101,"School Refuse",660,1,"660-5, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,150961,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,,"R6 WK2",,,,01/04/09,
597,"Wiggenhall St Mary Magdalen CP School",,,"Park Crescent","Magdalen","King's Lynn","Norfolk","PE34 3BU",,"01553 810326","EH0965688",,,,,,,,,,96301,"School Refuse",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,,"D7",,,15/04/05,
,,,,,,,,,,,,,,,,,,,,,96301,"School Recycling",240,2,"240-10, CWTN-4","Fortnightly emptying term-time (20 empties p.a.)",,,,,"R2 WK2",,,15/04/05,
,,,,,,,,,,,,,,,,,,,,,132594,"School Refuse",360,1,"360-5","Term time emptying (40 empties p.a.)",,,,,"D7",,,01/12/07,
598,"Greyfriars Primary School",,,"Hospital Walk",,"King's Lynn","Norfolk","PE30 5PY",,"01553 773087","EH0949044",,,,,,,,,,97509,"School Refuse",1100,2,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"T1",,,,,15/05/05,
,,,,,,,,,,,,,,,,,,,,,118967,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,"R3 WK2",,,,,01/12/06,08/05/09
,,,,,,,,,,,,,,,,,,,,,152853,"School Recycling",1100,2,"1100-11, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,"R3 WK2",,,,,09/05/09,
600,"Clenchwarton CP School",,,"Main Road","Clenchwarton","King's Lynn","Norfolk","PE34 4DT",,"01553 775035","EH0945118",,,,,,,,,,99524,"School Refuse",1100,2,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,"D4",,,,,,01/06/05,
,,,,,,,,,,,,,,,,,,,,,117091,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R2 WK2",,,,,,01/10/06,
,,,,,,,,,,,,,,,,,,,,,117091,"School Recycling",660,1,"660-10","Fortnightly emptying term time ( 20 empties p.a.)",,"R2 WK2",,,,,,01/10/06,
,,,,,,,,,,,,,,,,,,,,,132988,"School Recycling",1100,1,"1100-11","Fortnightly emptying term time ( 20 empties p.a.)",,"R2 WK2",,,,,,15/12/07,
601,"West Walton Community Primary School",,,"School Road","West Walton","Wisbech","Cambs","PE14 7HA","Jill Davis Headteacher","01945 583620","EH0951589",,,,,,,,,"01945 532485",124278,"School Refuse",1100,2,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,"D7",,,,,,01/05/07,
,,,,,,,,,,,,,,,,,,,,,124278,"School Recycling",240,5,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R4 WK2",,,,,,01/05/07,
,,,,,,,,,,,,,,,,,,,,,136581,"School Recycling",1100,1,"1100-11","Fortnightly emptying term time (20 empties p.a.)",,"R4 WK2",,,,,,01/04/08,
602,"Whitefriars C E School",,,"Whitefriars Road",,"King's Lynn","Norfolk","PE30 5AH","Philip Aelberry","01553 761001","EH0945136",,,,,,,,,,94152,"School Refuse",770,4,"770-6,CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,10/02/05,
,,,,,,,,,,,,,,,,,,,,,94152,"School Recycling",240,2,"240-10, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,"R3 WK 2",,,,,10/02/05,
,,,,,,,,,,,,,,,,,,,,,99067,"School Recycling",240,2,"240-10","Fortnightly emptying term time (20 empties p.a.)",,,"R3 WK 2",,,,,15/06/05,
604,"Burnham Market Primary School",,,"Friars Lane","Burnham Norton","King's Lynn","Norfolk","PE31 8JA",,"01328 738354","EH0949938",,,,,,,,,,106247,"School Refuse",1100,1,"1100-5, CWTN -3","Term time emptying (40 empties p.a.)","D13",,,,,,,01/12/05,
,,,,,,,,,,,,,,,,,,,,,136574,"School Recycling",1100,2,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R6 WK2",,,,,,,01/04/08,
605,"Castle Acre Cof EVC School",,,"Stocks Green","Castle Acre","King's Lynn","Norfolk","PE32 2AE",,"01760 755305","EH0985079",,,,,,,,,,91101,"School Refuse",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"D3",,,,15/11/04,
,,,,,,,,,,,,,,,,,,,,,91101,"School Recycling",240,3,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R5 WK2",,,,15/11/04,
606,"St Georges CE Junior School",,,"Admirals Drive","Dersingham","King's Lynn","Norfolk","PE31 6LR",,"01485 540308","EH0950035",,,,,,,,,,122755,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,,"T1",,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,122755,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R6 WK1",,,01/04/07,
607,"Churchill Park School",,,"Winston Churchill Drive","Fairstead","King's Lynn","Norfolk","PE30 4RP",,"01553 763679","EH0949026",,,,,,,,,,122668,"School Refuse",770,3,"770-5, CWTN-3","Term time emptying (40 empties p.a.)","T1",,,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,122668,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R1 WK 2",,,,,,,01/04/07,21/09/09
,,,,,,,,,,,,,,,,,,,,,158581,"School Recycling",1100,2,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R1 WK 3",,,,,,,22/09/09,
608,"Grimston Junior School",,,"Vong Lane","Pott Row","King's Lynn","Norfolk","PE32 1BW",,"01485 600241","EH0949053",,,,,,,,,,129294,"School Refuse",1100,1,"1100-5, CWTN -3","Term time emptying (40 empties p.a.)",,,,,"D4",,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,129294,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R2 WK 2",,,01/04/07,
614,"Terrington St Clement Primary School",,72,"Churchgate Way","Terrington St. Clement","King's Lynn","Norfolk","PE34 4LZ",,"01553 828348","EH1023210",,,,,,,,,,89331,"School Refuse",1100,1,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)","D4",,,,,,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,105311,"School Refuse",1100,1,"1100-5","Term time emptying (40 empties p.a.)","D4",,,,,,,15/11/05,
,,,,,,,,,,,,,,,,,,,,,150659,"School Recycling",240,6,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R2 WK 2",,,,,,,01/04/09,
615,"St Germans Primary School",,,"School Lane","Wiggenhall St. Germans","King's Lynn","Norfolk","PE34 3DZ",,"01553 617246","EH0942037",,,,,,,,,,93980,"School Recycling",240,2,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,,"R4 WK 2",,,01/03/05,
,,,,,,,,,,,,,,,,,,,,,132535,"School Refuse",770,1,"770-4, CWTN-3","Term time emptying (40 empties p.a.)",,,,,"D7",,,01/12/07,
616,"Brancaster CEVA Primary School",,,"Market Lane","Brancaster","King's Lynn","Norfolk","PE31 8AB",,"01485 210246","EH1057454",,,,,,,,,,143784,"School Refuse",240,1,"240-5, CWTN-3","Term time emptying (40 empties p.a.)","D5",,,,,,,19/09/08,
,,,,,,,,,,,,,,,,,,,,,143784,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R3 WK2",,,,,,,19/09/08,
617,"Lodge Cottage Nursery School",,,"Manor Road","North Wootton","King's Lynn","Norfolk",,"Mrs Joanna Hammond","01553 631263","EH1060674",,,,,,,,,,748,"School Refuse",240,1,"240-5, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,01/02/96,
629,"D & M Thorpe","Q8 Garage",,"Main Road","Three Holes",,"Cambs","PE14 9JR",,"01945 772623","EH1073593",,,,,,,,,,384,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D10",,,,01/11/96,
630,"Mrs Hui Zhen Su","New Terracotta House",16,"London Road",,,"Norfolk","PE38 9AW",,"01366 382888","EH1005854",,,,,,,,,,111031,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"D9",,,,,01/04/06,
632,"Norfolk County Council  (Social Services)",,"33A","Lynn Road",,"Downham Market","Norfolk","PE38 9NJ",,"01366 382911","EH1068038",,,,,,,,,,380,"Refuse",240,1,"240-1, CWTN-1","One empty per week","D9",,,,,,,13/08/96,
633,"Mr S Gibbs","Spectacular Opticians",2,"Maltings Mall",,"Downham Market","Norfolk","PE38 9DH",,"01366 385241","EH1068010",,,,,,,,,,113672,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D9",,,,,,15/07/06,
635,"Hockwold Village Club & Institute",,72,"Main Street","Hockwold","Thetford","Norfolk","IP26 4LN",,"01842 827226","EH1051645",,,,,,,,,"01842 828840",375,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"D8",,,01/12/95,
637,"Downham Market Ex-Servicemans Club Ltd","T/A The Downham Market Club",19,"Paradise Road",,"Downham Market","Norfolk","PE38 9HS",,"01366 382246","EH1041454",,,,,,,,,,1879,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","D9",,,,,,,01/03/03,
639,"Costcutter Stores",,12,"Westgate Street","Southery","Downham Market","Norfolk","PE38 0PA","Mr J Khattra & Mrs D Khattra","01366 377317","EH2019252",,,,,,,,,,104798,"Refuse",1100,1,"1100-1,CWTN-1","One empty per week","D8",,,,,,,21/10/05,
643,"High Haven Residential Home",,,"Howdale Road",,"Downham Market","Norfolk","PE38 9AG","Joanne Bolton","01366 382205","EH0929778",,,,,,,,,,98208,"Schd.2 Refuse",1100,2,"1100-1, 1100-2, CWTN-1","Two empties per week",,"D9",,,"D9",,,19/05/05,
646,"Hylton Gott Ltd",,,"Downham Road","Crimplesham","King's Lynn","Norfolk","PE33 9DU",,"01366 383352","EH0946732",,,,,,,,,,90151,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week","D10",,,"D8",,,,18/10/04,
647,"Feltwell Golf Club",,,"Thor Avenue","Feltwell","Thetford","Norfolk","IP26 4AY",,"01842 827644","EH0946714",,,,,,,,,,354,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"D8",,,01/04/95,
648,"Watlington Village Hall","c/o Mr J Church(Treasurer)",32,"Fen Road","Watlington","King's Lynn","Norfolk","PE33 0JA",,"01553 810584","EH0946699",,,,,,,,,,2104,"Schd. 2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"D10",,,16/01/04,
651,"Mr P McManus","The Hare Arms",,"Stow Bardolph",,"King's Lynn","Norfolk","PE34 3HT",,"01366 382229","EH936125",,,,,,,,,,123325,"Refuse",1100,1,"1100-1, 1100-2 x2, CWTN-1","Three empties per week","D9",,"D9",,"D9",,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,123325,"Recycling",1100,2,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,"R3 WK1",,,,,01/04/07,
653,"Mr M C Stewart","Dental Surgery",5,"Priory Road",,"Downham Market","Norfolk","PE38 9JU",,"01366 386666","EH1031290",,,,,,,,,,243,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,"D9",,,,,,15/09/94,
659,"Central Garage",,44,"High Street","Feltwell","Thetford","Norfolk","IP26 4AF","MD & R W Pohl","01842 827094","EH1031315",,,,,,,,,,228,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D8",,,,01/05/94,
662,"C E Management Ltd","t/as The Tasty House Chinese Takeaway",49,"High Street",,"Downham Market","Norfolk","PE38 9HF","Man Ho Pang Director","01366 387085","EH2024947",,,,,,,,,,124153,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D9",,,,,,01/04/07,
666,"Borough Council of KL&WN","The Priory Centre",,"Priory Road",,"Downham Market","Norfolk","PE38 9JS",,,"EH1009531","Borough Council of KL&WN","Town Hall",,"Bridge Street",,"Downham Market","Norfolk","PE38",,137,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"D9",,,,,,01/04/94,
676,"The New Inn",,50,"Station Road","Hockwold","Thetford","Norfolk","IP26 4JA","Mr Carl King","01842 828668","EH2021416",,,,,,,,,,110774,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"D8",,,22/01/06,
677,"Drs Scott, Gent, Holmes, Wearmouth & Hohnsbein","Bridge Street Surgery",30,"Bridge Street",,"Downham Market","Norfolk","PE38 9DH",,"01366 388888","EH0964365",,,,,,,,,,1179,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"D9",,,,,,01/02/98,
678,"Borough Council of KL&WN","Corn Exchange",20,"Tuesday Market Place",,"King's Lynn","Norfolk","PE30 1JW","Harold Wolstanholme","01553 765565","EH1069306",,,,,,,,,,121900,"Refuse",1100,2,"INT-1, REF-M2, CWTN-1","One empty per week, Additional weekly emptying: 
1 April - 30 June, 1 Sept - 31 Dec, 1 Mar - 31 March","T1",,,"T1 EXTRA",,,,14/02/07,
,,,,,,,,,,,,,,,,,,,,,135049,"Recycling",1100,1,"1100-10, 1100-14 x 75. CWTN-2","Emptied twice weekly except weeks Containing Xmas/
New Years Day","G3",,,"R3 (WK2)
G3 (WK1)",,,,04/02/08,
683,"Kenneth Bush Solicitors","(Ref: 23-25 King Street)",11,"New Conduit Street",,"King's Lynn","Norfolk","PE30 1DE",,,"EH0983789",,,,,,,,,,2297,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,15/07/94,
685,"Able Engineering Ltd",,,"Hamlin Way","Hardwick Narrows","King's Lynn","Norfolk","PE30 4NG",,"01553 691870","EH1112391",,,,,,,,,,1026,"Refuse",770,1,"770-1, CWTN-1","One empty per week","T1",,,,,,,20/02/98,09/05/09
686,"The Park High School",,,"Queen Mary Road",,"King's Lynn","Norfolk","PE30 4QG",,"01553 774671","EH0931860",,,,,,,,,,95680,"School",1100,8,"1100-6, 1100-8, CWTN-3","Two empties per week - term time","T1",,,"T1",,,,15/03/05,
,,,,,,,,,,,,,,,,,,,,,95680,"School Recycling",1100,3,"1100-11, CWTN-4","One empty per week",,,,,"R1",,,15/03/05,
688,"West Norfolk Travel Ltd",,2,"King Street",,"King's Lynn","Norfolk","PE30 1ES","Mr W D Irwin Director","01553 778910","EH1112425",,,,,,,,,,1025,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"T1",,,,,12/02/98,
691,"Sue Ryder Foundation",,14,"Bridge Street",,"Downham Market","Norfolk","PE38 9DH",,"01366 386762","EH1112434",,,,,,,,,,2116,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week",,"D9",,,"D9",,,10/10/03,
692,"Norfolk Pub Company Ltd","The Jockey",,"Creake Road","Burnham Market","King's Lynn","Norfolk","PE31 8EN",,"01328 738321","EH2021505",,,,,,,,,,113489,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week",,"D13",,,"T2",,,26/06/06,
695,"Goblins Pantry Ltd",,8,"St. Edmunds Terrace",,"Hunstanton","Norfolk","PE36 6JP","Sandy Pope","01485 532925","EH0930495",,,,,,,,,,160,"Refuse",1100,1,"1100-3, 1100-4 x 34, CWTN-1","Weekly emptying: 1 Apr- 31 Oct & 1-31 March",,,,,"T1",,,01/04/94,
697,"Borough Council of King's Lynn & West Norfolk","Lynnsport & Leisure Park",,"Greenpark Avenue",,"King's Lynn","Norfolk","PE30 2NB",,"01553 818001","EH0978853",,,,,,,,,,121052,"Refuse",1100,3,"INT-1,REF-M2-1, CWTN-1","Two empties per week","T1",,,"T1",,,,01/02/07,
,,,,,,,,,,,,,,,,,,,,,121052,"Recycling",1100,2,"1100-10, 1100-14 x 75. CWTN-2","Emptied twice weekly except weeks Containing Xmas/
New Years Day","G3",,,,"R6 (WK2)
G3 (WK1)",,,01/02/07,
,,,,,,,,,,,,,,,,,,,,,147007,"Glass",770,1,"770G-1, CWTN-5","One empty per week","G3",,,,,,,08/12/08,
699,"Thain Wildbur",,"36-38","King Street",,"King's Lynn","Norfolk","PE30 1ES",,"01553 772680","EH2030431",,,,,,,,,,138071,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"T1",,,,,01/05/08,
700,"Burrells Chartered Accountants","Jubilee House",,"Jubilee Court","Dersingham","King's Lynn","Norfolk","PE31 6HH","Mr S J Burrell","01485 540295","EH2005841",,,,,,,,,,1510,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,,"T1",,,01/04/01,
,,,,,,,,,,,,,,,,,,,,,136325,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,"R6 WK 1",,,,01/04/08,
720,"Russen & Turner",,17,"High Street",,"King's Lynn","Norfolk","PE30 1BP",,"01553 768187","EH2014401",,,,,,,,,,2149,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,15/03/04,
721,"NCC Social Services Department","Crossroads Day Centre",,"Grimston Road","South Wootton","King's Lynn","Norfolk","PE30 3HU",,"01553 672753","EH1009850",,,,,,,,,,94620,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,25/02/05,
,,,,,,,,,,,,,,,,,,,,,132279,"Schd.2 Rec.",1100,1,"1100-12, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,"R3 WK2",,,,01/12/07,
730,"Broste Ltd",,8,"Bergen Way","North Lynn Industrial Estate","King's Lynn","Norfolk","PE30 2JU",,"01553 776066","EH2024909",,,,,,,,,,123166,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,01/04/07,
749,"Cruso & Wilkin",,,"Waterloo Street",,"King's Lynn","Norfolk","PE30 1NZ",,"01553 691691","EH2020725",,,,,,,,,,103931,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D5",,,,15/10/05,
756,"Kenneth Bush Solicitors",,11,"New Conduit Street",,"King's Lynn","Norfolk","PE30 1DE",,"01553 692233","EH2008604",,,,,,,,,"07977 156226",1464,"Refuse",1100,1,"1100-3, CWTN-1","Emptied on request","ANY DAY",,,,,,,01/12/00,
768,"Wimbotsham County Primary School",,,"Chapel Lane","Wimbotsham","Downham Market","Norfolk","PE34 3QA",,"01366 382336","EH2004729",,,,,,,,,,91329,"School Rec.",240,1,"240-10, CWTN-4","Fortnightly emptying term time (20 empties)",,,"R3 WK1",,,,,01/12/04,
,,,,,,,,,,,,,,,,,,,,,108160,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,,"D10",,,,,01/02/06,
,,,,,,,,,,,,,,,,,,,,,135391,"School Rec",240,1,"240-10","Fortnightly emptying term time (20 empties p.a.)",,,"R3 WK1",,,,,07/03/08,
779,"Create & Style Ltd","t/as Pastimes & Willow Tree",01/07/19,"Tower Street",,"King's Lynn","Norfolk","PE30 1EJ","Mrs L D Howe","01553 762907","EH2016755",,,,,,,,,,149369,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","T1",,,,,,,06/02/09,
780,"Kirby & Haslam Ltd",,11,"King Street",,"King's Lynn","Norfolk","PE30 1ET",,"01553 761316","EH2014887",,,,,,,,,,2180,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,"T1",,,,,01/04/04,
802,"Hong Kong House",,23,"Wisbech Road",,"King's Lynn","Norfolk","PE30 5JP","Mr Fuk Man Chu","01553 765605","EH2018053",,,,,,,,,,97437,"Refuse",360,1,"360-1,CWTN-1","One empty per week","T1",,,,,,,15/05/05,
825,"Ingoldisthorpe C of E Primary School",,,"Shernborne Road","Ingoldisthorpe","King's Lynn","Norfolk","PE31 6PE",,"01485 541402","EH2002227",,,,,,,,,,141789,"School ",1100,1,"1100-5, CWTN -3","Term time emptying (40 empties p.a.)",,,"D13 ",,,,,01/09/08,
,,,,,,,,,,,,,,,,,,,,,141789,"School Rec",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R6 WK 1",,,,,01/09/08,
828,"Abbeyfield King's Lynn Society Ltd",,"44-46","Wootton Road",,"King's Lynn","Norfolk","PE30 4EX",,"01553 772075","EH2006122",,,,,,,,,,1553,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,15/05/01,
846,"Eastern Sea Fisheries Joint Committee",,6,"North Lynn Business Village","Bergen Way","King's Lynn","Norfolk","PE30 2JG","Mrs C M Hurley Finance Officer","01553 775321","EH2014320",,,,,,,,,,2156,"Refuse",770,1,"770-3, 770-4 x 26, CWTN-1","Fortnightly emptying",,"T1 WK2",,,,,,01/04/04,
851,"Nationwide Building Society",,18,"Greevegate",,"Hunstanton","Norfolk","PE36 6AA",,"01485 403900","EH2029433",,,,,,,,,,136316,"Refuse",660,1,"660-3, 660-4 X 26, CWTN-1","Fortnightly emptying",,,,,"T1 WK2",,,07/04/08,
859,"Driving Standards Agency","DfT Shared Service Centre",,"Sandringham Park",,"Swansea",,"SA7 0EA",,"08448 920343","EH0946185","Driving Standards Agency","Driving Test Centre","Rollesby Road","Hardwick Industrial Estate",,"King's Lynn","Norfolk","PE30 2JG","01553 763508",111157,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,"T1",,,,,,01/06/06,
